id1,id2,FieldOfStudyName,distance
terms52,terms70,comp,0.13341663947411406
terms52,terms71,comp,0.24186773073931453
terms52,terms72,comp,0.14317820743248114
terms52,terms73,comp,0.08062257568093047
terms52,terms74,comp,0.2360084791721151
terms52,terms75,comp,0.2343074850400191
terms52,terms76,comp,0.10049875396488665
terms52,terms77,comp,0.20808652709439165
terms52,terms78,comp,0.07071067838207255
terms52,terms79,comp,0.07615772935638114
terms52,terms80,comp,0.12999999895691872
terms52,terms81,comp,0.029999999329447746
terms52,terms82,comp,0.10049875581828785
terms52,terms83,comp,0.15033296414056485
terms52,terms84,comp,0.1931320748414413
terms52,terms85,comp,0.1702938612748173
terms52,terms86,comp,0.12165525156136137
terms52,terms87,comp,0.22472204900075116
terms52,terms88,comp,0.06999999843537807
terms52,terms89,comp,0.07211102544728722
terms52,terms90,comp,0.11704700237904299
terms52,terms91,comp,0.22135943538715838
terms52,terms92,comp,0.08062258122571518
terms52,terms93,comp,0.14560220348603725
terms52,terms94,comp,0.09433980921190693
terms52,terms95,comp,0.17691805870190483
terms52,terms96,comp,0.09219544513861913
terms52,terms97,comp,0.09219544433049019
terms52,terms98,comp,0.009999999776482582
terms52,terms99,comp,0.09433980921190693
terms52,terms100,comp,0.06000000052154064
terms53,terms54,comp,0.17492856060198528
terms53,terms55,comp,0.10000000894069687
terms53,terms56,comp,0.14560220630043108
terms53,terms57,comp,0.08544004055758289
terms53,terms58,comp,0.14866069655457187
terms53,terms59,comp,0.1702938705719719
terms53,terms60,comp,0.21400935090298565
terms53,terms61,comp,0.2555386535362292
terms53,terms62,comp,0.12369317820123282
terms53,terms63,comp,0.21023796820927804
terms53,terms64,comp,0.07810250240644565
terms53,terms65,comp,0.14866068853568754
terms53,terms66,comp,0.031622765292499
terms53,terms67,comp,0.09219544715894158
terms53,terms68,comp,0.08944272543079337
terms53,terms69,comp,0.14212671160527052
terms53,terms70,comp,0.08602326157406176
terms53,terms71,comp,0.06403124065222307
terms53,terms72,comp,0.12529964831796506
terms53,terms73,comp,0.13892444925837508
terms53,terms74,comp,0.06082762853663366
terms53,terms75,comp,0.07280109496288896
terms53,terms76,comp,0.12206556578905998
terms53,terms77,comp,0.1204159522227882
terms53,terms78,comp,0.1476482381514042
terms53,terms79,comp,0.17029387133762
terms53,terms80,comp,0.10630146608947585
terms53,terms81,comp,0.20615528887041418
terms53,terms82,comp,0.19104973819961713
terms53,terms83,comp,0.29832868543320606
terms53,terms84,comp,0.022360691770201273
terms53,terms85,comp,0.0761577357153912
terms53,terms86,comp,0.10000000707805157
terms53,terms87,comp,0.17691806238680757
terms53,terms88,comp,0.2002498509100505
terms53,terms89,comp,0.16124516291349578
terms53,terms90,comp,0.09848858243587343
terms53,terms91,comp,0.18384776426754085
terms53,terms92,comp,0.19000000692903996
terms53,terms93,comp,0.17088008285921408
terms53,terms94,comp,0.17691806786151965
terms53,terms95,comp,0.22472205339374215
terms53,terms96,comp,0.1910497392720654
terms53,terms97,comp,0.1252996489125859
terms53,terms98,comp,0.21189620866233772
terms53,terms99,comp,0.17691806786151965
terms53,terms100,comp,0.20099751942086075
terms54,terms55,comp,0.0761577271551857
terms54,terms56,comp,0.1208304610431684
terms54,terms57,comp,0.18027755964036096
terms54,terms58,comp,0.11180339887498959
terms54,terms59,comp,0.05656854386469644
terms54,terms60,comp,0.04472136188239648
terms54,terms61,comp,0.13152946696270368
terms54,terms62,comp,0.12369316735904558
terms54,terms63,comp,0.11661904008188254
terms54,terms64,comp,0.20223748249636503
terms54,terms65,comp,0.250798720627688
terms54,terms66,comp,0.18439088017562671
terms54,terms67,comp,0.16999999806284904
terms54,terms68,comp,0.11045360938940173
terms54,terms69,comp,0.24083189763946894
terms54,terms70,comp,0.10198038726182687
terms54,terms71,comp,0.1640121895262318
terms54,terms72,comp,0.04999999552965184
terms54,terms73,comp,0.08544003750549695
terms54,terms74,comp,0.22472205422260833
terms54,terms75,comp,0.2308679207577212
terms54,terms76,comp,0.08062257637402874
terms54,terms77,comp,0.24020824870885296
terms54,terms78,comp,0.08944271876679155
terms54,terms79,comp,0.16124515413425336
terms54,terms80,comp,0.07280109624215796
terms54,terms81,comp,0.14866068828509715
terms54,terms82,comp,0.19723082926338098
terms54,terms83,comp,0.1280624885768523
terms54,terms84,comp,0.15652475242738367
terms54,terms85,comp,0.18110769830328627
terms54,terms86,comp,0.09055384915164313
terms54,terms87,comp,0.28160255481165736
terms54,terms88,comp,0.17804493762038107
terms54,terms89,comp,0.14764823159138338
terms54,terms90,comp,0.10999999940395355
terms54,terms91,comp,0.2828427103672766
terms54,terms92,comp,0.18027756749275414
terms54,terms93,comp,0.22135944186637965
terms54,terms94,comp,0.03605551659817985
terms54,terms95,comp,0.060827623637161876
terms54,terms96,comp,0.04123105849689541
terms54,terms97,comp,0.0921954433203291
terms54,terms98,comp,0.13601470656635395
terms54,terms99,comp,0.03605551659817985
terms54,terms100,comp,0.17029386488430087
terms55,terms56,comp,0.08944271793379127
terms55,terms57,comp,0.11180339570958865
terms55,terms58,comp,0.08544003554344165
terms55,terms59,comp,0.07615772764434012
terms55,terms60,comp,0.11401753881786963
terms55,terms61,comp,0.1676305423955674
terms55,terms62,comp,0.0781024950133397
terms55,terms63,comp,0.1303840451897424
terms55,terms64,comp,0.13000000081956387
terms55,terms65,comp,0.1868154140432105
terms55,terms66,comp,0.11401753849114006
terms55,terms67,comp,0.10440306293392436
terms55,terms68,comp,0.044721358550395704
terms55,terms69,comp,0.1772004577021241
terms55,terms70,comp,0.03162277530583959
terms55,terms71,comp,0.10440306632369613
terms55,terms72,comp,0.029999999329447746
terms55,terms73,comp,0.060827623943378824
terms55,terms74,comp,0.14866069480044086
terms55,terms75,comp,0.1552417434926768
terms55,terms76,comp,0.041231055334590684
terms55,terms77,comp,0.17117243452429043
terms55,terms78,comp,0.0707106746942233
terms55,terms79,comp,0.1303840451897424
terms55,terms80,comp,0.009999997913837433
terms55,terms81,comp,0.14317820743248114
terms55,terms82,comp,0.16401219213828383
terms55,terms83,comp,0.19849433079125925
terms55,terms84,comp,0.08062257568093047
terms55,terms85,comp,0.11045360753440608
terms55,terms86,comp,0.028284267981081263
terms55,terms87,comp,0.21840329537867728
terms55,terms88,comp,0.1565247549263843
terms55,terms89,comp,0.11661903624859042
terms55,terms90,comp,0.049999997019768073
terms55,terms91,comp,0.2213594342091182
terms55,terms92,comp,0.15264337474151482
terms55,terms93,comp,0.17204650907379707
terms55,terms94,comp,0.0781024950133397
terms55,terms95,comp,0.13152946087328932
terms55,terms96,comp,0.09219544231016791
terms55,terms97,comp,0.05385164513824431
terms55,terms98,comp,0.14035668533896553
terms55,terms99,comp,0.0781024950133397
terms55,terms100,comp,0.15231545944649416
terms56,terms57,comp,0.09219544352236135
terms56,terms58,comp,0.010000001639127731
terms56,terms59,comp,0.07071067864549038
terms56,terms60,comp,0.13038404718975946
terms56,terms61,comp,0.12041594448857518
terms56,terms62,comp,0.022360678442197583
terms56,terms63,comp,0.07071067785523696
terms56,terms64,comp,0.12041594448857518
terms56,terms65,comp,0.1431782078227595
terms56,terms66,comp,0.1726267589998091
terms56,terms67,comp,0.07810249859064892
terms56,terms68,comp,0.06000000238418579
terms56,terms69,comp,0.13341664715272766
terms56,terms70,comp,0.07071067864549038
terms56,terms71,comp,0.18027756356655755
terms56,terms72,comp,0.10630145697788418
terms56,terms73,comp,0.036055513498550844
terms56,terms74,comp,0.1640121999744399
terms56,terms75,comp,0.16278820106376193
terms56,terms76,comp,0.050000000000000024
terms56,terms77,comp,0.14317821744962522
terms56,terms78,comp,0.031622778250940134
terms56,terms79,comp,0.042426404605799765
terms56,terms80,comp,0.08062257822229013
terms56,terms81,comp,0.06082762424959583
terms56,terms82,comp,0.0781024950133397
terms56,terms83,comp,0.1964688280564146
terms56,terms84,comp,0.12369316555201426
terms56,terms85,comp,0.09899494715340715
terms56,terms86,comp,0.06324555591286012
terms56,terms87,comp,0.17117242571012214
terms56,terms88,comp,0.06708203699259306
terms56,terms89,comp,0.028284270615259174
terms56,terms90,comp,0.05000000447034836
terms56,terms91,comp,0.17029386182170875
terms56,terms92,comp,0.06403124327028915
terms56,terms93,comp,0.10198039529831171
terms56,terms94,comp,0.09219544433049019
terms56,terms95,comp,0.18027756273998985
terms56,terms96,comp,0.10049875785702918
terms56,terms97,comp,0.03605551453176046
terms56,terms98,comp,0.06708203865859352
terms56,terms99,comp,0.09219544433049019
terms56,terms100,comp,0.06324555178971931
terms57,terms58,comp,0.10000000000000005
terms57,terms59,comp,0.1486606847768351
terms57,terms60,comp,0.2061552771247112
terms57,terms61,comp,0.21260291395576836
terms57,terms62,comp,0.07211102596389209
terms57,terms63,comp,0.16278820483966755
terms57,terms64,comp,0.028284270615259663
terms57,terms65,comp,0.07615773180215406
terms57,terms66,comp,0.11704699123948697
terms57,terms67,comp,0.014142132673451555
terms57,terms68,comp,0.06999999657273293
terms57,terms69,comp,0.0670820486545964
terms57,terms70,comp,0.08062257544989779
terms57,terms71,comp,0.14422204779494552
terms57,terms72,comp,0.1414213525494603
terms57,terms73,comp,0.10770329511887196
terms57,terms74,comp,0.07615773473708193
terms57,terms75,comp,0.0721110207978439
terms57,terms76,comp,0.10198038872300595
terms57,terms77,comp,0.06000000983476639
terms57,terms78,comp,0.11180339720898903
terms57,terms79,comp,0.09848857922078309
terms57,terms80,comp,0.11045360753440608
terms57,terms81,comp,0.14422205089457443
terms57,terms82,comp,0.11045361124439738
terms57,terms83,comp,0.2823118828420922
terms57,terms84,comp,0.0721110207978439
terms57,terms85,comp,0.009999997913837433
terms57,terms86,comp,0.08999999798834324
terms57,terms87,comp,0.10770329857771713
terms57,terms88,comp,0.12649110711355932
terms57,terms89,comp,0.0943398113837469
terms57,terms90,comp,0.07071067443080553
terms57,terms91,comp,0.11180340054098996
terms57,terms92,comp,0.11401754208516553
terms57,terms93,comp,0.08544004230163185
terms57,terms94,comp,0.1649242222418784
terms57,terms95,comp,0.23999999463558197
terms57,terms96,comp,0.177200449818488
terms57,terms97,comp,0.0948683282735991
terms57,terms98,comp,0.1562049928885267
terms57,terms99,comp,0.1649242222418784
terms57,terms100,comp,0.12999999981660113
terms58,terms59,comp,0.06082762424959583
terms58,terms60,comp,0.1204159432511011
terms58,terms61,comp,0.1131370824610367
terms58,terms62,comp,0.028284270615259174
terms58,terms63,comp,0.0640312409431187
terms58,terms64,comp,0.1280624847952004
terms58,terms65,comp,0.15297058418039314
terms58,terms66,comp,0.17464248624903517
terms58,terms67,comp,0.08602325551127502
terms58,terms68,comp,0.060827627924199525
terms58,terms69,comp,0.14317821875055303
terms58,terms70,comp,0.07000000029802322
terms58,terms71,comp,0.17999999970197678
terms58,terms72,comp,0.09999999776482582
terms58,terms73,comp,0.028284270615259174
terms58,terms74,comp,0.17029387013445876
terms58,terms75,comp,0.16970562369155504
terms58,terms76,comp,0.04472135855039551
terms58,terms77,comp,0.1523154704524722
terms58,terms78,comp,0.022360680108198052
terms58,terms79,comp,0.04999999888241291
terms58,terms80,comp,0.07615773106842218
terms58,terms81,comp,0.05999999865889549
terms58,terms82,comp,0.08602325226335344
terms58,terms83,comp,0.186815416336428
terms58,terms84,comp,0.12649110357943863
terms58,terms85,comp,0.10630145697788418
terms58,terms86,comp,0.06082762761798254
terms58,terms87,comp,0.18110770241718116
terms58,terms88,comp,0.07211102389747276
terms58,terms89,comp,0.036055513498550844
terms58,terms90,comp,0.05099019984092446
terms58,terms91,comp,0.18027756356655755
terms58,terms92,comp,0.07071068048941509
terms58,terms93,comp,0.11180340553899137
terms58,terms94,comp,0.08246211066918137
terms58,terms95,comp,0.1708800723949201
terms58,terms96,comp,0.09055385141428535
terms58,terms97,comp,0.03162277766192
terms58,terms98,comp,0.06324555178971931
terms58,terms99,comp,0.08246211066918137
terms58,terms100,comp,0.06708203865859352
terms59,terms60,comp,0.05999999865889549
terms59,terms61,comp,0.09219544433049019
terms59,terms62,comp,0.08062257544989779
terms59,terms63,comp,0.06324555355677966
terms59,terms64,comp,0.17464249072853472
terms59,terms65,comp,0.21095022823643958
terms59,terms66,comp,0.18867961526477403
terms59,terms67,comp,0.1360147049230212
terms59,terms68,comp,0.08602325334599394
terms59,terms69,comp,0.20099751905018048
terms59,terms70,comp,0.08485281184577752
terms59,terms71,comp,0.18027756150013827
terms59,terms72,comp,0.06999999657273293
terms59,terms73,comp,0.041231054882832914
terms59,terms74,comp,0.2080865255726704
terms59,terms75,comp,0.21095022541090844
terms59,terms76,comp,0.049999997764825846
terms59,terms77,comp,0.20615528796689855
terms59,terms78,comp,0.03999999910593033
terms59,terms79,comp,0.10770329442710287
terms59,terms80,comp,0.06708203782559327
terms59,terms81,comp,0.09219544392642574
terms59,terms82,comp,0.14317820990424396
terms59,terms83,comp,0.13416407981618772
terms59,terms84,comp,0.14866068277211397
terms59,terms85,comp,0.15231545871276228
terms59,terms86,comp,0.07071067785523696
terms59,terms87,comp,0.24020824126473148
terms59,terms88,comp,0.1220655544971161
terms59,terms89,comp,0.09486833004065943
terms59,terms90,comp,0.08062257914642094
terms59,terms91,comp,0.23999999836087227
terms59,terms92,comp,0.12529964385830686
terms59,terms93,comp,0.17262677065302381
terms59,terms94,comp,0.022360678442197583
terms59,terms95,comp,0.11180339720898903
terms59,terms96,comp,0.030000001192092896
terms59,terms97,comp,0.05385164686766691
terms59,terms98,comp,0.08062257729815935
terms59,terms99,comp,0.022360678442197583
terms59,terms100,comp,0.11401754257525971
terms60,terms61,comp,0.09848857751867643
terms60,terms62,comp,0.14035668520625758
terms60,terms63,comp,0.09999999888241293
terms60,terms64,comp,0.23086792543716797
terms60,terms65,comp,0.27073972321966916
terms60,terms66,comp,0.22627416228789538
terms60,terms67,comp,0.19416487663969265
terms60,terms68,comp,0.13928388206574613
terms60,terms69,comp,0.260768101522437
terms60,terms70,comp,0.13416407565118654
terms60,terms71,comp,0.20808651733747316
terms60,terms72,comp,0.09219544109797448
terms60,terms73,comp,0.10049875377954655
terms60,terms74,comp,0.25942243960307115
terms60,terms75,comp,0.2640075689717727
terms60,terms76,comp,0.10440306222028801
terms60,terms77,comp,0.2647640513060699
terms60,terms78,comp,0.09999999776482582
terms60,terms79,comp,0.16492422179012053
terms60,terms80,comp,0.10816653584620914
terms60,terms81,comp,0.13892443772782775
terms60,terms82,comp,0.19924858633524675
terms60,terms83,comp,0.08485281579704458
terms60,terms84,comp,0.1941648729943106
terms60,terms85,comp,0.2088061255110303
terms60,terms86,comp,0.12083045780594254
terms60,terms87,comp,0.3001666173479946
terms60,terms88,comp,0.1746424888087492
terms60,terms89,comp,0.15297058418039314
terms60,terms90,comp,0.1360147049230212
terms60,terms91,comp,0.29999999701976776
terms60,terms92,comp,0.18027756563297678
terms60,terms93,comp,0.23194827438632767
terms60,terms94,comp,0.041231054882832914
terms60,terms95,comp,0.0640312423976002
terms60,terms96,comp,0.029999997466802597
terms60,terms97,comp,0.11180339637598878
terms60,terms98,comp,0.1220655544971161
terms60,terms99,comp,0.041231054882832914
terms60,terms100,comp,0.16552945234818006
terms61,terms62,comp,0.14142135307629586
terms61,terms63,comp,0.04999999888241291
terms61,terms64,comp,0.24083188897715035
terms61,terms65,comp,0.2549509724650453
terms61,terms66,comp,0.2773084845996956
terms61,terms67,comp,0.1984943330433882
terms61,terms68,comp,0.16643317019173468
terms61,terms69,comp,0.2459674828561784
terms61,terms70,comp,0.16999999784371433
terms61,terms71,comp,0.272029407654932
terms61,terms72,comp,0.16124515136186093
terms61,terms73,comp,0.11661903529026739
terms61,terms74,comp,0.28319604923222236
terms61,terms75,comp,0.2828427061525917
terms61,terms76,comp,0.13416407565118654
terms61,terms77,comp,0.26076810180815374
terms61,terms78,comp,0.1081665373960236
terms61,terms79,comp,0.12999999709427357
terms61,terms80,comp,0.1581138812413586
terms61,terms81,comp,0.08246211066918137
terms61,terms82,comp,0.15297058381509837
terms61,terms83,comp,0.10440306632369613
terms61,terms84,comp,0.23323807058053478
terms61,terms85,comp,0.21931711836643303
terms61,terms86,comp,0.15652475825838524
terms61,terms87,comp,0.27856776279419093
terms61,terms88,comp,0.12165524788675765
terms61,terms89,comp,0.1252996396959594
terms61,terms90,comp,0.15811388512889138
terms61,terms91,comp,0.27513632782381425
terms61,terms92,comp,0.13341664310400414
terms61,terms93,comp,0.19924859287909039
terms61,terms94,comp,0.09999999776482582
terms61,terms95,comp,0.1612451545963187
terms61,terms96,comp,0.09055385141428535
terms61,terms97,comp,0.13038404676118437
terms61,terms98,comp,0.06324555178971931
terms61,terms99,comp,0.09999999776482582
terms61,terms100,comp,0.1118033982085893
terms62,terms63,comp,0.0921954425122001
terms62,terms64,comp,0.10000000074505809
terms62,terms65,comp,0.13038404718975946
terms62,terms66,comp,0.15132745427547742
terms62,terms67,comp,0.05830952211730793
terms62,terms68,comp,0.04123105849689541
terms62,terms69,comp,0.12041595438836783
terms62,terms70,comp,0.05385164859708952
terms62,terms71,comp,0.16124515505838408
terms62,terms72,comp,0.09999999776482582
terms62,terms73,comp,0.03999999910593033
terms62,terms74,comp,0.14212671108104954
terms62,terms75,comp,0.14142135307629586
terms62,terms76,comp,0.04472135855039551
terms62,terms77,comp,0.12649111535984092
terms62,terms78,comp,0.041231054882832914
terms62,terms79,comp,0.05385164686766691
terms62,terms80,comp,0.07071067785523696
terms62,terms81,comp,0.08246211066918137
terms62,terms82,comp,0.08602325183029726
terms62,terms83,comp,0.21189619978406812
terms62,terms84,comp,0.10198038799241635
terms62,terms85,comp,0.07810249620577608
terms62,terms86,comp,0.0500000018626452
terms62,terms87,comp,0.1600000001490116
terms62,terms88,comp,0.08246211066918137
terms62,terms89,comp,0.04123105578634853
terms62,terms90,comp,0.03162278060702077
terms62,terms91,comp,0.16031219543740416
terms62,terms92,comp,0.07615773155757692
terms62,terms93,comp,0.0984885843271031
terms62,terms94,comp,0.09999999776482582
terms62,terms95,comp,0.18439088583252916
terms62,terms96,comp,0.11045360938940173
terms62,terms97,comp,0.031622776483879816
terms62,terms98,comp,0.08944271710079102
terms62,terms99,comp,0.09999999776482582
terms62,terms100,comp,0.08062257591196317
terms63,terms64,comp,0.1910497302050022
terms63,terms65,comp,0.20615527911244555
terms63,terms66,comp,0.23409399123148222
terms63,terms67,comp,0.1486606892874577
terms63,terms68,comp,0.12083046119732194
terms63,terms69,comp,0.1969771626022713
terms63,terms70,comp,0.12649110534649896
terms63,terms71,comp,0.23345234905070816
terms63,terms72,comp,0.13152946143974642
terms63,terms73,comp,0.07280109726557382
terms63,terms74,comp,0.23430749529497188
terms63,terms75,comp,0.23345234538050838
terms63,terms76,comp,0.0921954425122001
terms63,terms77,comp,0.21095023786090505
terms63,terms78,comp,0.06324555355677966
terms63,terms79,comp,0.08246211066918137
terms63,terms80,comp,0.12041594495262795
terms63,terms81,comp,0.041231055334590684
terms63,terms82,comp,0.10999999940395355
terms63,terms83,comp,0.14000000059604645
terms63,terms84,comp,0.18788293808104833
terms63,terms85,comp,0.16970562500864406
terms63,terms86,comp,0.11401754355544844
terms63,terms87,comp,0.23086792600192876
terms63,terms88,comp,0.08062257568093047
terms63,terms89,comp,0.07615773106842218
terms63,terms90,comp,0.11180340220699042
terms63,terms91,comp,0.22803508400696593
terms63,terms92,comp,0.09000000357627869
terms63,terms93,comp,0.15297059112099373
terms63,terms94,comp,0.08062257568093047
terms63,terms95,comp,0.16278820483966755
terms63,terms96,comp,0.07810249763669971
terms63,terms97,comp,0.08544003728749065
terms63,terms98,comp,0.022360679275197755
terms63,terms99,comp,0.08062257568093047
terms63,terms100,comp,0.07071067838207255
terms64,terms65,comp,0.0707106739039699
terms64,terms66,comp,0.10816653636281404
terms64,terms67,comp,0.042426403288711056
terms64,terms68,comp,0.09219544352236135
terms64,terms69,comp,0.06403124414297837
terms64,terms70,comp,0.10049875748634896
terms64,terms71,comp,0.14142135834465194
terms64,terms72,comp,0.1600000001490116
terms64,terms73,comp,0.1341640789831875
terms64,terms74,comp,0.05099020057151418
terms64,terms75,comp,0.044721356884395165
terms64,terms76,comp,0.12649110711355932
terms64,terms77,comp,0.04472136354839742
terms64,terms78,comp,0.13892443906858912
terms64,terms79,comp,0.1252996398446147
terms64,terms80,comp,0.13038404876120147
terms64,terms81,comp,0.1720465036605945
terms64,terms82,comp,0.13341663807800253
terms64,terms83,comp,0.30870698066626734
terms64,terms84,comp,0.07211102699710169
terms64,terms85,comp,0.02236068177419871
terms64,terms86,comp,0.11180339937478971
terms64,terms87,comp,0.09999999776482582
terms64,terms88,comp,0.15231546018022607
terms64,terms89,comp,0.1220655544971161
terms64,terms90,comp,0.09486832768457915
terms64,terms91,comp,0.10630145452476335
terms64,terms92,comp,0.13928387898995317
terms64,terms93,comp,0.10049875452090716
terms64,terms94,comp,0.18973665890327862
terms64,terms95,comp,0.2607680938080855
terms64,terms96,comp,0.2024845673867575
terms64,terms97,comp,0.12083045965578589
terms64,terms98,comp,0.184390887448787
terms64,terms99,comp,0.18973665890327862
terms64,terms100,comp,0.15652475575938454
terms65,terms66,comp,0.17804493238955235
terms65,terms67,comp,0.08246211157269706
terms65,terms68,comp,0.1431782078227595
terms65,terms69,comp,0.009999990463256836
terms65,terms70,comp,0.15524174529242962
terms65,terms71,comp,0.21213203224862184
terms65,terms72,comp,0.21587032800471706
terms65,terms73,comp,0.17029386182170875
terms65,terms74,comp,0.10770329442710318
terms65,terms75,comp,0.09486832650653877
terms65,terms76,comp,0.17029386160295218
terms65,terms77,comp,0.03162277471682083
terms65,terms78,comp,0.17117242571012214
terms65,terms79,comp,0.125299640587891
terms65,terms80,comp,0.18439088684269028
terms65,terms81,comp,0.17492855549092914
terms65,terms82,comp,0.11313708377812572
terms65,terms83,comp,0.33955853520674306
terms65,terms84,comp,0.1421267011208501
terms65,terms85,comp,0.08062257729815935
terms65,terms86,comp,0.16278820449640338
terms65,terms87,comp,0.031622778250940134
terms65,terms88,comp,0.14212670347984468
terms65,terms89,comp,0.12999999781067556
terms65,terms90,comp,0.14142135360313152
terms65,terms91,comp,0.036055513498550844
terms65,terms92,comp,0.12806248014085964
terms65,terms93,comp,0.06403123774325978
terms65,terms94,comp,0.23021728546046463
terms65,terms95,comp,0.31144822511993997
terms65,terms96,comp,0.2408318899052559
terms65,terms97,comp,0.15999999828636646
terms65,terms98,comp,0.19235383883496213
terms65,terms99,comp,0.23021728546046463
terms65,terms100,comp,0.14999999776482584
terms66,terms67,comp,0.12369315922740502
terms66,terms68,comp,0.11401753408029082
terms66,terms69,comp,0.17204650495976345
terms66,terms70,comp,0.10770329027648862
terms66,terms71,comp,0.04123105668986445
terms66,terms72,comp,0.13453623621757388
terms66,terms73,comp,0.1615549388735781
terms66,terms74,comp,0.08062258007055247
terms66,terms75,comp,0.094339808224707
terms66,terms76,comp,0.143178205741275
terms66,terms77,comp,0.14866068753332717
terms66,terms78,comp,0.17088006759878532
terms66,terms79,comp,0.1999999936670065
terms66,terms80,comp,0.12206555037708253
terms66,terms81,comp,0.23345234354540847
terms66,terms82,comp,0.22203602655495605
terms66,terms83,comp,0.31112697808493994
terms66,terms84,comp,0.04999999701976776
terms66,terms85,comp,0.10770329027648862
terms66,terms86,comp,0.12083045194810539
terms66,terms87,comp,0.20518284188077499
terms66,terms88,comp,0.22999999299645424
terms66,terms89,comp,0.19026296969372647
terms66,terms90,comp,0.12369315832388936
terms66,terms91,comp,0.21260291115220173
terms66,terms92,comp,0.22022714892600312
terms66,terms93,comp,0.20248456425911512
terms66,terms94,comp,0.19209372137487457
terms66,terms95,comp,0.2282542364154558
terms66,terms96,comp,0.20615527495627378
terms66,terms97,comp,0.14866068064209775
terms66,terms98,comp,0.23769727936481827
terms66,terms99,comp,0.19209372137487457
terms66,terms100,comp,0.23021728157687413
terms67,terms68,comp,0.060827623637161876
terms67,terms69,comp,0.07280110724387936
terms67,terms70,comp,0.07280109803313589
terms67,terms71,comp,0.14764822654521342
terms67,terms72,comp,0.1334166382176138
terms67,terms73,comp,0.09486833121869977
terms67,terms74,comp,0.08944272043279221
terms67,terms75,comp,0.08602324511792614
terms67,terms76,comp,0.09055385182567498
terms67,terms77,comp,0.07071068549435332
terms67,terms78,comp,0.09848857903166015
terms67,terms79,comp,0.08544004142960704
terms67,terms80,comp,0.10198038908830073
terms67,terms81,comp,0.13038405090407687
terms67,terms82,comp,0.10000000335276127
terms67,terms83,comp,0.2692582416019095
terms67,terms84,comp,0.07615772495399002
terms67,terms85,comp,0.022360675110196584
terms67,terms86,comp,0.08062257729815936
terms67,terms87,comp,0.11401754322871896
terms67,terms88,comp,0.11401754584255544
terms67,terms89,comp,0.08062258053261714
terms67,terms90,comp,0.05999999865889549
terms67,terms91,comp,0.11704699951458576
terms67,terms92,comp,0.10198039274124844
terms67,terms93,comp,0.08062258422914033
terms67,terms94,comp,0.15297058491098275
terms67,terms95,comp,0.23021728529864835
terms67,terms96,comp,0.1649242258559408
terms67,terms97,comp,0.08246211337972825
terms67,terms98,comp,0.1421267063630603
terms67,terms99,comp,0.15297058491098275
terms67,terms100,comp,0.11704700174249695
terms68,terms69,comp,0.13341664715272766
terms68,terms70,comp,0.014142135307629831
terms68,terms71,comp,0.1204159432511011
terms68,terms72,comp,0.07280109803313589
terms68,terms73,comp,0.050000002980232244
terms68,terms74,comp,0.12206556060086958
terms68,terms75,comp,0.12529963464168034
terms68,terms76,comp,0.03605551556497014
terms68,terms77,comp,0.1300000064074993
terms68,terms78,comp,0.05830952020066176
terms68,terms79,comp,0.09486833062967959
terms68,terms80,comp,0.04123105668986416
terms68,terms81,comp,0.12041594696352334
terms68,terms82,comp,0.12529964133116733
terms68,terms83,comp,0.21954498579624046
terms68,terms84,comp,0.0670820336605921
terms68,terms85,comp,0.07071067443080553
terms68,terms86,comp,0.020000001415610313
terms68,terms87,comp,0.17464249072853472
terms68,terms88,comp,0.12369316916607671
terms68,terms89,comp,0.08246211428324382
terms68,terms90,comp,0.009999997913837433
terms68,terms91,comp,0.177200449818488
terms68,terms92,comp,0.11704700126508741
terms68,terms93,comp,0.1280624900313338
terms68,terms94,comp,0.09848857903166015
terms68,terms95,comp,0.16999999806284904
terms68,terms96,comp,0.11180340054098996
terms68,terms97,comp,0.03605551453176046
terms68,terms98,comp,0.1236931700695923
terms68,terms99,comp,0.09848857903166015
terms68,terms100,comp,0.12165525156136137
terms69,terms70,comp,0.14560220527701517
terms69,terms71,comp,0.20518284968783526
terms69,terms72,comp,0.20615528706338299
terms69,terms73,comp,0.16031220310585256
terms69,terms74,comp,0.10440306685892327
terms69,terms75,comp,0.0921954431182975
terms69,terms76,comp,0.16031220287347533
terms69,terms77,comp,0.030000001192092896
terms69,terms78,comp,0.16124516245143036
terms69,terms79,comp,0.11661904583182071
terms69,terms80,comp,0.17464249894095055
terms69,terms81,comp,0.16643317645900274
terms69,terms82,comp,0.10630146328590931
terms69,terms83,comp,0.329848457584733
terms69,terms84,comp,0.13453624452453358
terms69,terms85,comp,0.0721110331963597
terms69,terms86,comp,0.15297059331276233
terms69,terms87,comp,0.04123104855822376
terms69,terms88,comp,0.13453624701662126
terms69,terms89,comp,0.12083046628439106
terms69,terms90,comp,0.13152947121113234
terms69,terms91,comp,0.04472135188639376
terms69,terms92,comp,0.12041594851036595
terms69,terms93,comp,0.05830952020066176
terms69,terms94,comp,0.22022716178191368
terms69,terms95,comp,0.3014962732004072
terms69,terms96,comp,0.2308679354415025
terms69,terms97,comp,0.15000000782310963
terms69,terms98,comp,0.18357560405742226
terms69,terms99,comp,0.22022716178191368
terms69,terms100,comp,0.142126709246276
terms70,terms71,comp,0.10999999940395355
terms70,terms72,comp,0.060827623637161876
terms70,terms73,comp,0.05385164859708952
terms70,terms74,comp,0.12529964802065433
terms70,terms75,comp,0.1299999963778716
